SK_Customer,count_transaction,schedule_service,count_items,total_spend,total_credit,total_vol,total_weight,scheduled_price,Service_Code_Unit_of_Measure_ADJ,Service_Code_Unit_of_Measure_EA,Service_Code_Unit_of_Measure_HR,Service_Code_Unit_of_Measure_KG,Service_Code_Unit_of_Measure_KLT,Service_Code_Unit_of_Measure_LTR,Service_Code_Unit_of_Measure_M3,Service_Code_Unit_of_Measure_TON,Service_Lift_Type_Front Lift,Service_Lift_Type_RORO,Service_Lift_Type_Rear Lift,Service_Waste_Stream_Co-Mingle,Service_Waste_Stream_General Waste,Service_Waste_Stream_Organic,Service_Waste_Stream_Recycling,Activity_Name_C&I,Activity_Name_Liquid,Activity_Name_Rebate,Activity_Name_Sale of Other,month_count,recency,weight_per_unit,Frequency_per_month,Spend_per_month,ATV,UPT,ASP,AWT,AVT,WPF_Flag,LPF_Flag,OCF_Flag,PIF_Flag,Payment_Terms,EVF_Flag,Weekend_Surcharge_Flag,Paper_Invoice_Billing_Cycle_Flag,Is_Contracted,Is_NewBusiness,Lead_Source_A,Lead_Source_B,Lead_Source_C,Lead_Source_CDS,Lead_Source_D,Lead_Source_E,Lead_Source_M,Lead_Source_N,Lead_Source_O,Lead_Source_P,Lead_Source_SWR,Lead_Source_T,Lead_Source_TFA,Lead_Source_U,Lead_Source_V,Lead_Source_W,Lead_Source_X,Lead_Source_XA,Lead_Source_Y,Lead_Source_nan,Banding_Inside Sales,Banding_Mid Market,Banding_National,Banding_SME,Banding_Unassigned,Banding_X,Banding_nan,Billing_Cycle_AND,Billing_Cycle_BCC,Billing_Cycle_BME,Billing_Cycle_BMP,Billing_Cycle_BMS,Billing_Cycle_CNS,Billing_Cycle_COD,Billing_Cycle_COM,Billing_Cycle_D5O,Billing_Cycle_DEC,Billing_Cycle_DEO,Billing_Cycle_ENG,Billing_Cycle_M0O,Billing_Cycle_M11,Billing_Cycle_M12,Billing_Cycle_M14,Billing_Cycle_M15,Billing_Cycle_M1E,Billing_Cycle_M1O,Billing_Cycle_M2G,Billing_Cycle_M2O,Billing_Cycle_M3E,Billing_Cycle_M3O,Billing_Cycle_M3S,Billing_Cycle_M4E,Billing_Cycle_M4O,Billing_Cycle_M5E,Billing_Cycle_M5H,Billing_Cycle_M5O,Billing_Cycle_M5S,Billing_Cycle_M6O,Billing_Cycle_M7E,Billing_Cycle_M7S,Billing_Cycle_M8E,Billing_Cycle_M8S,Billing_Cycle_M9E,Billing_Cycle_M9O,Billing_Cycle_MAO,Billing_Cycle_MBO,Billing_Cycle_MCE,Billing_Cycle_MCN,Billing_Cycle_MCO,Billing_Cycle_MDO,Billing_Cycle_ME2,Billing_Cycle_ME3,Billing_Cycle_MEB,Billing_Cycle_MEC,Billing_Cycle_MEG,Billing_Cycle_MEI,Billing_Cycle_MEK,Billing_Cycle_MEN,Billing_Cycle_MEO,Billing_Cycle_MEW,Billing_Cycle_MEY,Billing_Cycle_MKA,Billing_Cycle_MMA,Billing_Cycle_MNK,Billing_Cycle_MNM,Billing_Cycle_MNW,Billing_Cycle_MOO,Billing_Cycle_MPS,Billing_Cycle_MRO,Billing_Cycle_MSE,Billing_Cycle_MSG,Billing_Cycle_MSI,Billing_Cycle_MSO,Billing_Cycle_MSP,Billing_Cycle_MSW,Billing_Cycle_MTO,Billing_Cycle_MUN,Billing_Cycle_MWE,Billing_Cycle_MWO,Billing_Cycle_MWS,Billing_Cycle_NBI,Billing_Cycle_NN8,Billing_Cycle_NNH,Billing_Cycle_NNL,Billing_Cycle_PNE,Billing_Cycle_PNN,Billing_Cycle_PNQ,Billing_Cycle_PNR,Billing_Cycle_PNT,Billing_Cycle_PNV,Billing_Cycle_RNA,Billing_Cycle_RNE,Billing_Cycle_RNF,Billing_Cycle_RNJ,Billing_Cycle_RNL,Billing_Cycle_RNM,Billing_Cycle_RNN,Billing_Cycle_RNQ,Billing_Cycle_RNR,Billing_Cycle_S21,Billing_Cycle_SN8,Billing_Cycle_SNE,Billing_Cycle_TNM,Billing_Cycle_TNS,Billing_Cycle_W11,Billing_Cycle_W1O,Billing_Cycle_W2O,Billing_Cycle_W5E,Billing_Cycle_W6O,Billing_Cycle_W7O,Billing_Cycle_WCA,Billing_Cycle_WCC,Billing_Cycle_WE2,Billing_Cycle_WE4,Billing_Cycle_WEB,Billing_Cycle_WEC,Billing_Cycle_WEO,Billing_Cycle_WME,Billing_Cycle_WMP,Billing_Cycle_WMS,Billing_Cycle_WNI,Billing_Cycle_WNQ,Billing_Cycle_WS1,Billing_Cycle_nan,Billing_Address_State_ACT,Billing_Address_State_NSW,Billing_Address_State_NT,Billing_Address_State_QLD,Billing_Address_State_SA,Billing_Address_State_TAS,Billing_Address_State_VIC,Billing_Address_State_WA,Billing_Address_State_nan,Account_Status_A,Account_Status_C,Account_Status_D,Account_Status_I,Account_Status_L,Account_Status_S,Account_Status_U,Account_Status_Z,Account_Status_nan,Account_Type_A,Account_Type_B,Account_Type_C,Account_Type_D,Account_Type_INP,Account_Type_INT,Account_Type_ITB,Account_Type_LAN,Account_Type_MUD,Account_Type_MUN,Account_Type_RCT,Account_Type_ST,Account_Type_T,Account_Type_nan,Sub_Banding_Inside Sales,Sub_Banding_Mid Market,Sub_Banding_National,Sub_Banding_SME,Sub_Banding_TFA,Sub_Banding_Unassigned,Sub_Banding_X,Sub_Banding_nan,Uprate_Category_COMP,Uprate_Category_EXEM,Uprate_Category_F1Y,Uprate_Category_F2Y,Uprate_Category_F3Y,Uprate_Category_GEN,Uprate_Category_KAM,Uprate_Category_LOC,Uprate_Category_NAT,Uprate_Category_RESI,Uprate_Category_SPEC,Uprate_Category_STA,Uprate_Category_U6%,Uprate_Category_nan,ANZSIC_Division_Accommodation and Food Services,ANZSIC_Division_Administrative and Support Services,"ANZSIC_Division_Agriculture, Forestry and Fishing",ANZSIC_Division_Arts and Recreation Services,ANZSIC_Division_Construction,ANZSIC_Division_Education and Training,"ANZSIC_Division_Electricity, Gas, Water and Waste Services",ANZSIC_Division_Financial and Insurance Services,ANZSIC_Division_Health Care and Social Assistance,ANZSIC_Division_Information Media and Telecommunications,ANZSIC_Division_Manufacturing,ANZSIC_Division_Mining,ANZSIC_Division_Other Services,"ANZSIC_Division_Professional, Scientific and Technical Services",ANZSIC_Division_Public Administration and Safety,"ANZSIC_Division_Rental, Hiring and Real Estate Services",ANZSIC_Division_Retail Trade,"ANZSIC_Division_Transport, Postal and Warehousing",ANZSIC_Division_Wholesale Trade,ANZSIC_Division_nan,churn_flag
1520215,7,7,10.0,314,314,4.0,4,0.0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2,2,31,0.4,0.17073170731707318,7.6731707410114565,44.942857197352815,1.4285714285714286,31.460000038146973,0.5714285714285714,0.5714285714285714,0,0,0,0,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1520298,71,71,71.0,1886,1886,126.0,1268,0.0,0,29,0,0,0,0,42,0,44,0,0,0,2,0,42,44,0,0,27,9,32,17.859154929577464,1.7317073170731707,46.01658690848001,26.572958637291272,1.0,26.572958637291272,17.859154929577464,1.7746478873239437,1,1,0,1,14.0,1,0,0,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
1532031,265,265,12759.0,29922,29526,380.0,12500,22782.899999999998,0,59,8,0,0,8,190,0,190,0,0,0,190,0,0,190,24,0,51,22,0,0.9797006034955718,6.463414634146342,729.8124417560848,112.91437778113011,48.14716981132076,2.345192421976603,47.16981132075472,1.4339622641509433,1,1,1,1,30.0,1,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
1543829,615,615,617.0,8354,8147,610.44,6374,9596.66,0,121,0,0,0,0,494,0,388,0,106,95,195,0,204,494,0,0,121,41,0,10.33063209076175,15.0,203.77877933223073,13.585251955482049,1.0032520325203251,13.541215482368655,10.364227642276422,0.9925853658536586,0,1,0,1,30.0,0,0,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
1544022,12,12,14.219999999999999,950,86,12.0,4220,0.0,0,8,0,0,0,0,2,2,0,0,0,0,0,0,0,8,0,0,4,3,20,296.7651195499297,0.2926829268292683,23.18048784209461,79.20000012715658,1.1849999999999998,66.83544314527983,351.6666666666667,1.0,0,1,0,1,14.0,0,0,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1551887,4,4,1.0,0,0,0.0,0,0.0,0,2,0,0,0,0,1,1,0,4,0,0,4,0,0,4,0,0,0,2,28,0.0,0.0975609756097561,0.0,0.0,0.25,0.0,0.0,0.0,0,1,0,0,14.0,0,0,0,0.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1551907,7,7,10.54,1231,1231,12.0,4540,0.0,0,5,0,0,0,0,1,1,0,4,0,0,4,0,0,4,0,0,3,1,20,430.74003795066415,0.17073170731707318,30.034878707513577,175.91857528686523,1.5057142857142856,116.8339684068365,648.5714285714286,1.7142857142857142,1,1,1,1,14.0,1,0,0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1555677,6,6,18.0,0,0,2.2,0,0.0,0,4,0,0,0,0,2,0,0,0,6,3,3,0,0,6,0,0,0,1,39,0.0,0.14634146341463414,0.0,0.0,3.0,0.0,0.0,0.3666666666666667,0,0,0,0,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1556344,175,175,175.0,2018,2018,618.0,4926,0.0,0,72,0,0,0,0,103,0,103,0,0,0,0,0,103,103,0,0,72,24,17,28.14857142857143,4.2682926829268295,49.22195218249059,11.532000225612082,1.0,11.532000225612082,28.14857142857143,3.5314285714285716,0,0,0,1,130.0,0,0,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1563643,32,32,32.0,837,837,9.0,0,0.0,0,29,0,0,0,0,3,0,19,0,0,0,19,0,0,19,0,0,13,4,37,0.0,0.7804878048780488,20.425853217520356,26.170624434947957,1.0,26.170624434947957,0.0,0.28125,1,1,0,1,0.0,1,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1567794,278,278,246.14,0,0,2280.0,72500,0.0,0,0,0,0,0,0,140,138,0,278,0,0,0,0,278,278,0,0,0,41,0,294.5478183147802,6.780487804878049,0.0,0.0,0.8853956834532374,0.0,260.7913669064748,8.201438848920864,0,0,0,1,30.0,0,0,0,1.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
1568142,1216,1216,1319.5,29056,28786,1070.3000000000002,46895,33882.18,0,232,0,0,0,0,984,0,0,0,984,448,536,0,0,984,0,0,232,41,0,35.539977264115194,29.658536585365855,708.7041435241699,23.8954522076406,1.0851151315789473,22.021121549443702,38.56496710526316,0.8801809210526317,1,1,1,1,14.0,1,0,0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1570412,34,34,61.0,3059,3059,45.0,36,2781.0,0,16,0,0,0,0,18,0,0,0,0,0,0,0,0,20,0,0,14,8,6,0.5901639344262295,0.8292682926829268,74.61219503821397,89.97352931078743,1.7941176470588236,50.14918027158643,1.0588235294117647,1.3235294117647058,0,0,0,0,14.0,0,0,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1587349,4,4,4.0,120,120,0.0,0,0.0,0,4,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,1,40,0.0,0.0975609756097561,2.9404878034824287,30.139999985694892,1.0,30.139999985694892,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
1603367,348,348,897.76,54379,54379,3247.7,160065,0.0,0,50,0,0,0,0,287,11,283,25,23,73,252,0,6,325,0,6,17,8,33,178.29375334165033,8.487804878048781,1326.331234815645,156.2631627225329,2.5797701149425287,60.57251451105134,459.9568965517241,9.332471264367815,0,1,0,1,45.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1603466,7,7,8.0,225,225,4.0,3,0.0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2,1,21,0.375,0.17073170731707318,5.5,32.214285714285715,1.1428571428571428,28.1875,0.42857142857142855,0.5714285714285714,0,0,0,0,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
1627162,339,339,689.0,10656,10557,223.58,0,4302.72,0,143,0,0,0,0,196,0,0,0,198,0,198,0,0,198,0,0,141,41,0,0.0,8.268292682926829,259.91536621931124,31.435191784636462,2.032448377581121,15.466661850496024,0.0,0.6595280235988201,1,1,0,1,14.0,1,0,0,1.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
1627214,78,78,141.83,10495,10495,130.0,9899,0.0,0,50,0,0,0,0,22,6,0,0,0,0,0,0,0,57,0,0,21,8,32,69.79482479024183,1.9024390243902438,255.99415020826376,134.56102767357456,1.8183333333333336,74.0023983539365,126.91025641025641,1.6666666666666667,1,1,0,0,14.0,1,0,0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
